,product_name
50980,bombons eurochocolate creme 100 g
50981,bombons candycat cxa red
50982,tortitas salutem mini lentilhas queijo trufa
50983,chocolate leite kitkat chunky double chocolate
50984,bolo castella tokimeki matcha
50985,tablete nestlé dark choc preto c/amêndoas 150 g
50986,chupa artesans arvore natal 60 g
50987,mix proteina grão/feijão ponti zero oleo rs
50988,creme balsâmico gallo modena manjericão
50989,chá twinings verde gunpowder
50990,cdo azeite regno d.ulivi virgem extra trufa preta
50991,gelado ferrero rocher white 4x
50992,mix proteina lentil ponti zero oleo rs
50993,condimento à base azeite gallo virgem extra fumado
50994,alfajores don gaucho delicias gauchas
50995,chocolate leite ritter sport gold edition
50996,chocolate lacasitos mini torrão
50997,gomas trolli dracula
50998,molho sharwood's thai caril verde
50999,chá twinings earl grey folha solta
51000,bombons lacasa caffe late
51001,bombons de chocolate vendome place sortidos 230 g
51002,chocolate extrafino torrão doce de leite
51003,bombons lacasa corações
51004,chocolate extrafino torrão frutos secos
51005,chilli zwergenwiese sem carne
51006,batatas fritas sabores pringles bife
51007,arroz riso gallo basmati verm & negro
51008,cápsulas café delta q impaqtus
51009,wok bali iglo green cuisine
51010,bolachas bounty secret centre 132 g
51011,chocolate snack kitkat chunky double chocolate 4x
51012,polvilho doce da terrinha
51013,tomate seco guloso c/alcaparras óleo 185(115)g
51014,gomas chupa chups margaridas 150 g
51015,biscoito polvilho valedouro pizza
51016,queijo são cosme serra estrela dop un
51017,cápsulas café torrié aluminio angola
51018,caldos galinha knorr vitalie galinha 8 cubos 80 gr
51019,snacks brioche pasquier bombitas 270 g
51020,queijo côvo pequeno un
51021,sortido bombons delaviuda avelãs 168 g
51022,iogurte yoco duo mix morango/pess 4x
51023,polvilho azedo da terrinha
51024,muesli salutem antiox frutos vermelhos 350 g
51025,barras jannis sésamo com chocolate preto
51026,vegggie wok green cuisine thai
51027,queijo defendi gorgonzola mascarpone
51028,pimenta margão preta moída lampong
51029,água alcalina auchan ionizada ph9+
51030,água com gás pedras salgadas tp 4x
51031,bebida tropical aloe vera
51032,bebida tropical aloe vera romã
51033,bebida tropical aloe vera manga
51034,bebida prime benfica
51035,licor macieira cream caramelo salgado
51036,licor beirão com 2 copos shot
51037,vinho tinto iron maiden douro t
51038,refrigerante c/gas sumol ananás
51039,jeropiga flor de lis
51040,cerveja sagres branca 20x
51041,sumo compal 100% laranja 3x
51042,bebida c/gás frize limão
51043,licor baileys whishy original com oferta coffee cup
51044,conjunto vinho poupa da serra beiras tinto 2x
51045,vinho jovem paciência quatro estações
51046,conjunto vinho tinto reguengos reserva alentejo 3x
51047,bebida prime rafael leão
51048,gin azor edição rabo peixe
51049,vinho tinto dona ermelinda garrafeira
51050,refrigerante c/ gás coca-cola zero lima lata 6x
51051,conjunto vinho tinto bom juiz reserva 3x
51052,refrigerante c/gás brisa maracujá lata 6xt
51053,refrigerante c/ gás fanta laranja zero lata
51054,bebidas energética monster mango loco 4x
51055,moscatel dona ermelinda roxo
51056,vinho tinto dona ermelinda reserva doc palmela
51057,licor macieira cream
51058,vinho porto velhotes 10 anos+calice
51059,vinho tto abelharuco tinto 3 lt
51060,cerveja artesanal musa santa stout
51061,gin cacimba original
51062,cerveja nortada marzen
51063,vermute martini rosso pack 10 x
51064,espumante m&m bruto
51065,vinho tinto marques de borba magnum alentejo
51066,vinho tinto carm colheita magnum
51067,refrigerante c/gás brisa maracujá lata t
51068,bebida energética rodeo ananás coco
51069,vinho tinto douro duorum magnum
51070,cerveja estrangeira spaten oktoberfest
51071,conjunto vinho tinto duas quintas duas quintas 2x
51072,vinho tinto caiado magnum alentejo
51073,bebida energetica hell classic
51074,vinho tinto escadas infinitas douro
51075,vinho tinto monsaraz reserva t
51076,vinho tinto tapada do fidalgo magnum alentejo
51077,conjunto vinho monte velho reserva alentejo 2x
51078,conjunto vinho tinto altitude douro 2x
51079,vinho branco escadas infinitas douro
51080,gin big boss com copo
51081,conjunto vinho cabeça de toiro reserva cab sauv 2x
51082,vinho branco caves velhas bucelas magnum 1.5 l
51083,bebidas energéticas rodeo manga-tropical
51084,vinho tinto dupó syrah setubal
51085,conjunto espumante primavera millésime 2x
51086,vinho branco duas quintas reserva douro
51087,bebida energetica hell a.i
51088,cerveja estrangeira lowenbrau oktoberfest
51089,conjunto vinho bando rabirruivo .75 l
51090,conjunto vinho cabeça de toiro reserva tejo .75 l
51091,espumante aveleda branco bruto
51092,sumo limão e gengibre polenghi actilemon 5x
51093,vinho tinto mamoré de borba magnum alentejo
51094,vinho tinto duas quintas reserva douro
51095,vinho branco cortes do tua reserva douro
51096,vinho tinto cortes do tua reserva douro
51097,conjunto vinho tinto quintela reserva douro .75 l
51098,espumante setúbal canal caveira reserva bruto
51099,espumante joão pires bruto
51100,vinho branco catarina setubal magnum
51101,vinho branco carm grande reserva douro
51102,magnum monte santa ana reserva alentejo
51103,vinho branco dona antónia porto pack mais cálice
51104,conjunto vinho coelheiros tinto 2x
51105,vinho tinto cortes do tua douro
51106,cerveja topázio pilsner
51107,vinho branco qtª do carmo magnum alentejo
51108,bebida energetica hell zero
51109,conjunto espumante raposeira reserva meio seco 2x
51110,vinho tinto valle pradinhos magnum douro 1.5 lt
51111,manga térmica jomafe premium
51112,vinho tinto sem teto reserva tinto
51113,vinho tinto provezaide 17 plus douro magnum
51114,vinho tinto d. graça douro
51115,conjunto vinho tinto tinto castello numão reserva douro 2x
51116,conjunto vinho mamoré de borba alentejo 2x
51117,tequila cazadores blanco
51118,vinho do porto vista alegre tawny colheita 2011
51119,cocktails sortido ice 24 5x
51120,vinho do porto vista alegre tawny colheita 1997
51121,conjunto vinho monte santa ana reserva alentejo 2x
51122,bebida espirituosa smirnoff tamarindo
51123,vinho tinto vallado sousão douro 0.75 l
51124,vinho tinto dupó setubal
51125,vinho rosé montes ermos douro
51126,whisky malt tomatin 12 anos
51127,whisky malte glenmorangie original 12 anos
51128,vinho tinto quinta do boição reserva lisboa
51129,vinho branco cerejeiras lisboa bag in box
51130,vinho tinto piano reserva
51131,vinho do porto vista alegre tawny colheita 2003
51132,espumante maria gomes magnum bruto
51133,conjunto vinho tinto fagote douro 2x
51134,conjunto vinho vinha morena 3x
51135,vinho branco omnia douro
51136,conjunto vinho quinta do regainho barricas 2x
51137,vinho branco terras gauda albariño espanha
51138,vinho tinto mamoré de borba field blend alentejo
51139,vinho porto vista alegre fine tawny
51140,vinho rosé soalheiro espumante
51141,vinho branco dupó setubal
51142,espumante fita azul fita azul attitude
51143,conjunto vinho ar touriga nacional alentejo 2x
51144,vinho branco anselmo mendes magnum
51145,vinho tinto castello de numão grande reserva 2x
51146,vinho rosé romeira lisboa
51147,vinho branco cortes do tua douro
51148,conjunto vinho branco e tinto serra brava reserva 2x
51149,garrafeira anilar para 7 garrafas
51150,balde para gelo inox martelado 20.8cm
51151,vinho branco piloto collection síria setúbal
51152,balde para gelo inox 20cm
51153,garrafa bolso inox
51154,refrigerador de garrafa inox martelado 17cm
51155,conjunto 4 cubos gelo inox reutilizáveis 2...7cm
51156,cerveja vadia calendário do advento .33 l
51157,refrigerante c/gás coca-cola zero destiny lata
51158,cerveja artesanal praxis pack medalhados 8x
51159,vinho tinto carm touriga nacional
51160,vinho rosé la rosa douro
51161,bebida energetica hell melancia
51162,whisky malt tomatin legacy
51163,vinho tinto manda chuva
51164,cerveja budweiser budvar pilsner
51165,vinho tinto pacheca lagar de granito magnum
51166,vinho rosé original jmf sem álcool
51167,gin tonico johan freitag
51168,piri-piri bio
51169,craft soda why not romã pepino 330 ml
51170,iogurte natural biedermann s/ lactose bio 200 g
51171,jogo switch my sims cozy bundle
51172,jogo ps5 dragon age the veilguard
51173,caneca felpuda stitch - angel
51174,caixa mistério fantasia m
51175,caneca felpuda h.p. hedwig
51176,set caneca e meias pink floyd
51177,consola oled branca switch +mario kart 8 deluxe
51178,cesto de compras v-tech
51179,peluche stitch chibi 30cm
51180,lince-ediçäo família educa
51181,caneca felpuda star wars chewe
51182,caneca felpuda grogu
51183,caixa mistério fantasia s
51184,caneca felpuda winnie the pooh
51185,set caneca e meias david bowie
51186,caneca felpuda mickey
51187,set caneca e meias ghostbuster
51188,caneca felpuda groot
51189,set caneca e meias bob marley
51190,boneca deluxe echantimals chita bestie
51191,caixa mistério fantasia l
51192,caixa mistério heróis s
51193,caixa mistério anime l
51194,caixa mistério fantasia xl
51195,set caneca e meias h.p. 9 3/4
51196,set caneca e meias ac/dc
51197,caneca felpuda stitch
51198,caixa mistério anime m
51199,gift set caneca e meias hp
51200,boneca mix & match barbie
51201,set caneca e meias guns n' roses
51202,caneca felpuda rei leão
51203,set caneca e meias rolling stones
51204,caixa mistério heróis xl
51205,caixa mistério heróis m
51206,caixa mistério anime s
51207,caixa mistério anime xl
51208,caneca care bears
51209,set canecas e meias queen
51210,caneca felpuda princesa peach
51211,caixa mistério heróis l
51212,aquario polly pocket playset
51213,caneca felpuda kuromi
51214,set caneca e meias dark h.p.
51215,caneca felpuda hello kitty
51216,caneca hello kitty
51217,boneca pequena sereia pack 3
51218,maisto vintage maisto 1:36 modelos sortidos
51219,puzzle algarve ravensburger 1000 peças
51220,bloco wc 4em1 power auchan frescura marinha
51221,bloco wc auchan água azul
51222,amaciador concentrado quanto aloe vera
51223,bloco wc auchan com lixívia
51224,bloco wc power auchan flores misteriosas magnólia
51225,toalhitas auchan limpa vidros 3em1
51226,toalhitas roupa auchan anti-descoloração
51227,bloco sanitário harpic bamboo 2x
51228,ambientador elétrico airwick recarga satin moon 2x
51229,toalhitas auchan multissuperfície limão
51230,detergente manual loiça fairy maxi poder limão
51231,bloco wc power auchan flores misteriosas violeta
51232,amaciador concentrado vernel delicado 60d
51233,toalhitas roupa auchan anti-descoloração
51234,toalhitas auchan multissuperfície frescura
51235,toalhitas chão auchan limpa & desengordura
51236,detergente manual fairy maxi poder original
51237,toalhitas húmidas auchan limpa móveis
51238,amaciador concentrado vernel chá branco & peónia 60d
51239,amaciador concentrado vernel água de coco & minerais 60d
51240,limpeza multisuperficies sonasol brilhante
51241,bloco sanitário domestos unicórnio
51242,amaciador concentrado vernel maldivas 60d
51243,limpa multisuperficies cillit bang bolor e sujidade
51244,toalhitas multiusos auchan limão
51245,amaciador concentrado vernel gold 60d
51246,detergente roupa máquina líquido skip ciclos curtos cuidado 54d
51247,vela longa duração glade winter berry festive kiss
51248,amaciador concentrado vernel lírio irresistível 60d
51249,detergente roupa máquina pó skip active clean 56d
51250,gel sanitário auchan better life tomilho e louro
51251,vela ambientadora air wick elixir oriental
51252,toalhitas roupa auchan p/máquina de secar
51253,detergente roupa máquina liquído persil color 44d
51254,bloco wc auchan lavanda
51255,bloco wc auchan autoclismo água azul
51256,ambientador recarga air wick freshmatic 2 delicias verão + 1 smooth&moon 3x
51257,detergente roupa máquina líquido skip ciclos curtos antiodor 54d
51258,amaciador concentrado vernel fresh control azul 60d
51259,amaciador concentrado quanto rubi
51260,ambientador automatic glade recarga dupla warm apple 2x
51261,detergente loiça máquina fairy tudo em um limao
51262,detergente roupa máquina líquido skip baby 21d
51263,detergente roupa máquina clean essence em folhas pêssego
51264,aditivo tira nódoas vanish cores r + brancos r
51265,sistema rolo adesivo vileda 58 folhas
51266,lava tudo auchan better life tomilho e louro
51267,vela glade winter berry festive kiss
51268,detergente roupa caps auchan marselha
51269,detergente roupa máquina skip cápsulas ultimate active fresh 32d
51270,detergente loiça máquina finish ultimate limão
51271,tira nódoas dr.beckmann gorduras+molhos
51272,bloco sanitário domestos lavanda
51273,detergente roupa máquina liquído persil expert stain removal 40d
51274,detergente roupa máquina pó skip sabão natural 100d
51275,ambientador ambipur aerossol maçã e canela
51276,detergente loiça máquina finish power limão
51277,limpeza multisuperficies cif multiusos eucalipto
51278,detergente roupa máquina cápsulas skip ultimate mountain fresh 60d
51279,detergente loiça máquina fairy platinum plus limpeza profunda
51280,detergente roupa máquina líquido x-tra gel frescura fresh floral 90d
51281,detergente roupa máquina liquído persil expert lavanda 40d
51282,detergente roupa máquina clean essence em folhas pêssego 52d
51283,ambientador elétrico ambipur japan tatami
51284,esfregona completa fapil tiras amarelas
51285,aditivo tira nódoas gel oxi advance pink vanish
51286,ambientador recarga airwick af baunilha 224 ml
51287,bloco wc auchan líquido flores vermelhas
51288,sacos de lixo auchan p/contentores
51289,ambientador ambipur recarga 3volution limpo e fresco
51290,inseticida aerossol zz paff casa e plantas
51291,saquetas roupa auchan 2em1 tira-nódoas e anti-descoloração
51292,ambientador electrico ambipur recarga lavanda
51293,det.loiça máquina fairy platinum plus limao 71d
51294,detergente roupa máquina cápsulas persil floral
51295,limpeza multisuperficies cif lavanda
51296,ambientador elétrico airwick apa baunilha
51297,insecticida biokill multi-insectos incolor 375 ml
51298,esfregão multiusos scrub mommy pack natal
51299,detergente roupa auchan cáps frescura verde
51300,detergente manual loiça fairy ultra poder limao
51301,ambientador ambipur aerossol laranja canela
51302,sacos de lixo vileda compostável
51303,escova para fatos fapil
51304,vassoura completa fapil para exterior 35cm
51305,detergente roupa auchan cápsulas 5 em 1 expert frescura
51306,detergente roupa máquina ecox caribe
51307,det. loiça máquina finish ultimate plus limão
51308,raticida debello zapi
51309,luvas vileda nitrilo m/g
51310,detergente roupa máquina líquido a+ pureza azul 70d
51311,sacos lixo silvex rena natal
